Benchmark,task_type,task_id,specific_rule_passed,specific_llm_passed,topk_selection_passed,comp_passed
ACEBench,special_irrelevant,special_irrelevant_8,True,True,,True
ACEBench,special_irrelevant,special_irrelevant_4,True,True,,True
ACEBench,special_irrelevant,special_irrelevant_21,True,True,,True
ACEBench,special_irrelevant,special_irrelevant_17,True,True,,True
ACEBench,special_irrelevant,special_irrelevant_14,True,True,,True
ACEBench,special_incomplete,special_incomplete_7,True,True,,True
ACEBench,special_incomplete,special_incomplete_46,True,True,,True
ACEBench,special_incomplete,special_incomplete_44,True,True,,True
ACEBench,special_incomplete,special_incomplete_43,True,True,,True
ACEBench,special_incomplete,special_incomplete_42,True,True,,True
ACEBench,special_incomplete,special_incomplete_41,True,True,,True
ACEBench,special_incomplete,special_incomplete_4,True,True,,True
ACEBench,special_incomplete,special_incomplete_39,True,True,,True
ACEBench,special_incomplete,special_incomplete_38,True,True,,True
ACEBench,special_incomplete,special_incomplete_37,True,True,,True
ACEBench,special_incomplete,special_incomplete_34,True,True,,True
ACEBench,special_incomplete,special_incomplete_33,True,True,,True
ACEBench,special_incomplete,special_incomplete_30,True,True,,True
ACEBench,special_incomplete,special_incomplete_3,True,True,,True
ACEBench,special_incomplete,special_incomplete_29,True,True,,True
ACEBench,special_incomplete,special_incomplete_28,True,True,,True
ACEBench,special_incomplete,special_incomplete_27,True,True,,True
ACEBench,special_incomplete,special_incomplete_25,True,True,,True
ACEBench,special_incomplete,special_incomplete_23,True,True,,True
ACEBench,special_incomplete,special_incomplete_22,True,True,,True
ACEBench,special_incomplete,special_incomplete_20,True,True,,True
ACEBench,special_incomplete,special_incomplete_10,True,True,,True
ACEBench,special_incomplete,special_incomplete_1,True,True,,True
ACEBench,special_incomplete,special_incomplete_0,True,True,,True
ACEBench,special_error_param,special_error_param_7,True,True,,True
ACEBench,special_error_param,special_error_param_6,True,True,,True
ACEBench,special_error_param,special_error_param_47,True,True,,True
ACEBench,special_error_param,special_error_param_44,True,True,,True
ACEBench,special_error_param,special_error_param_40,True,True,,True
ACEBench,special_error_param,special_error_param_4,True,True,,True
ACEBench,special_error_param,special_error_param_37,True,True,,True
ACEBench,special_error_param,special_error_param_34,True,True,,True
ACEBench,special_error_param,special_error_param_31,True,True,,True
ACEBench,special_error_param,special_error_param_25,True,True,,True
ACEBench,special_error_param,special_error_param_22,True,True,,True
ACEBench,special_error_param,special_error_param_20,True,True,,True
ACEBench,special_error_param,special_error_param_2,True,True,,True
ACEBench,special_error_param,special_error_param_19,True,True,,True
ACEBench,special_error_param,special_error_param_18,True,True,,True
ACEBench,special_error_param,special_error_param_17,True,True,,True
ACEBench,special_error_param,special_error_param_14,True,True,,True
ACEBench,special_error_param,special_error_param_10,True,True,,True
ACEBench,special_error_param,special_error_param_1,True,True,,True
ACEBench,special_error_param,special_error_param_0,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_96,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_94,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_88,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_83,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_81,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_74,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_62,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_57,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_56,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_53,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_52,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_47,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_46,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_42,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_39,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_38,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_36,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_33,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_31,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_3,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_26,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_20,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_18,True,True,,True
ACEBench,normal_single_turn_single_function,normal_single_turn_single_function_0,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_99,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_95,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_90,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_88,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_87,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_86,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_85,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_80,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_8,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_78,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_76,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_71,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_70,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_69,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_65,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_64,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_60,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_55,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_54,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_49,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_46,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_40,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_4,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_38,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_37,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_36,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_35,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_31,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_3,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_28,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_26,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_20,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_2,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_18,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_17,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_14,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_11,True,True,,True
ACEBench,normal_single_turn_parallel_function,normal_single_turn_parallel_function_0,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_9,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_49,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_45,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_43,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_40,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_4,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_30,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_3,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_29,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_25,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_21,True,True,,True
ACEBench,normal_similar_api,normal_similar_api_17,True,True,,True
ACEBench,normal_preference,normal_preference_4,True,True,,True
ACEBench,normal_preference,normal_preference_39,True,True,,True
ACEBench,normal_preference,normal_preference_32,True,True,,True
ACEBench,normal_preference,normal_preference_31,True,True,,True
ACEBench,normal_preference,normal_preference_3,True,True,,True
ACEBench,normal_preference,normal_preference_20,True,True,,True
ACEBench,normal_preference,normal_preference_18,True,True,,True
ACEBench,normal_preference,normal_preference_17,True,True,,True
ACEBench,normal_preference,normal_preference_16,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_9_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_8_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_6_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_49_1,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_46_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_45_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_43_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_42_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_40_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_35_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_33_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_31_1,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_29_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_28_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_25_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_21_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_20_1,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_20_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_19_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_15_1,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_12_1,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_11_1,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_11_0,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_10_1,True,True,,True
ACEBench,normal_multi_turn_user_switch,normal_multi_turn_user_switch_0_1,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_8_1,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_6_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_4_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_48_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_47_1,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_45_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_43_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_39_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_38_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_37_2,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_37_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_36_1,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_36_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_35_1,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_30_2,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_29_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_28_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_26_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_24_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_21_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_15_2,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_15_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_14_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_13_0,True,True,,True
ACEBench,normal_multi_turn_user_adjust,normal_multi_turn_user_adjust_12_1,True,True,,True
ACEBench,normal_atom_object_short,normal_atom_object_short_47,True,True,,True
ACEBench,normal_atom_object_short,normal_atom_object_short_45,True,True,,True
ACEBench,normal_atom_object_short,normal_atom_object_short_43,True,True,,True
ACEBench,normal_atom_object_short,normal_atom_object_short_42,True,True,,True
ACEBench,normal_atom_object_short,normal_atom_object_short_24,True,True,,True
ACEBench,normal_atom_object_short,normal_atom_object_short_19,True,True,,True
ACEBench,normal_atom_object_short,normal_atom_object_short_0,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_8,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_7,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_49,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_48,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_46,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_45,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_44,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_43,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_42,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_40,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_4,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_39,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_37,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_34,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_32,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_30,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_3,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_26,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_24,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_23,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_22,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_2,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_18,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_16,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_13,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_1,True,True,,True
ACEBench,normal_atom_object_deep,normal_atom_object_deep_0,True,True,,True
